gene_name	HobRAvsHob
NPFFR2	0
PHF21B	0.00432138792771775
TRAF1	0.0515577130617615
RC3H2	-0.184963892585388
IL17RB	-0.00457653322122664
TRAF3IP2	0.0940783294527208
GYG2	-0.0209556684204779
DCBLD2	-0.145941763292736
SERPINB3	0.00432138792771775
SOAT1	-0.0849529754430911
PKP2	-0.0201256628105173
MSH4	0.00844201998474681
F7	0
GDI2	-0.032828729068715
PRDM1	0.187025045574678
ATG5	0.120298287651998
TMCC3	-0.0253722192167869
PITHD1	-0.0097159220252383
MTA3	-0.07571415974021
USP13	0.134497340235681
ATP11B	-0.23518951844992
LAMC2	0.452268847813576
CDK14	0.260290924489697
SEC61A1	-0.0145961243381336
PPP1R12A	-0.188810090779709
RASGRF1	0.0424589889076317
CAMK2B	0.00777429007168995
CROCC	0.247332220503891
POLR3E	0.0905730227954837
ATP2B4	0.018521695035572
ZC3H11A	-0.107137887997622
RIOK2	-0.132982851921982
YIPF1	-0.0294126825253471
NDC1	0.0432619847018145
DGKG	-0.0922420480437172
FLYWCH1	0.31334824831008
UNKL	0.228946777324039
TBXAS1	-0.0617635020227612
PARP12	-0.354781714148803
ALDH18A1	-0.136445058611272
TARBP1	-0.0895875748562531
GATB	0.0795703732262094
MXD1	0.19669211237502
CDK17	-0.257313997350426
DNAJC25	-0.0196156924223274
SLC2A3	0.0101511267270382
PSD	0.220490698313357
CTDP1	-0.0998109456449541
YBX3	-0.0754431949217818
STYK1	-0.0907606350694259
WNK1	-0.0693910781429938
RPS17P5	-0.00457653322122664
CCAR1	0.00316346741172424
OGFR	-0.0418053599888459
GNA15	-0.000146370655543773
CREB3L3	0
PIGV	-0.0371627263529808
PTPRU	0.53430667206687
SNRNP40	0.0830018093530427
RIMBP2	0
COL11A1	0.897401487988839
QSER1	0.0155394693215598
MPC1	-0.165288860317123
ACAA1	-0.0401019105967766
BCAT1	0.474252101395031
HDAC7	0.0481842368207435
LZTS1	-0.287313278721431
PRDM6	-0.0289916599004441
WNT8A	-0.00457653322122664
SPAG4	0.0442712465872015
NCKAP1	-0.0695059781022422
MRPS35	0.0144207011846547
GUCY1B3	-0.334139060148026
SFSWAP	0.118309989280535
TNK2	0.1944200964098
MON2	-0.124197685883061
CDH3	-0.655389342354098
ARSF	0
GPBP1	0.103747367905951
DGAT2	0.121408217142911
ZNF112	0.144051879991985
CS	-0.0438988382283583
LTK	-0.00864804401548458
MRPS24	0.0574485652944858
ELMO2	-0.138500891257197
WAPAL	-0.0796572241746176
VMP1	-0.129309549765901
APPBP2	-0.00607321957199503
POLD1	0.0687033535510775
SEZ6	0
EIF4B	0.306437699346171
SLC6A16	-0.101060513862393
GLTSCR1	0.00441770933964669
SPHK2	0.068799409450234
RPL18	0.194794897245931
CA11	0.0534781950187
ISOC2	0.0285687566688804
U2AF2	-0.0473986162044877
EPN1	0.0707574272840823
MED29	-0.0609332557791777
AHRR	-0.164780878134913
GSC2	0.00432138792771775
ZNF275	-0.085214965067685
MTMR1	-0.0819881795025275
GPC1	-0.201906043376326
ADCK1	0.0734511601855337
HAGH	-0.0723236672772618
RNF4	0.101291820207623
CASP8	-0.0704247687942399
LIMCH1	0.199610722847792
ASUN	-0.329472976747212
TM7SF3	-0.126841333395289
DLX3	0.179324480416811
SPA17	-0.105654805821846
TSPAN32	0.0626000942144231
WISP2	1.07640537687564
DMRT3	-0.00457653322122664
ST3GAL6	-0.276813760698182
ATP2C2	0
NGFR	-0.0891822845395494
CDON	0.0526080295685603
TAF2	0.0796709145713859
HIPK2	0.0784338005484919
TNPO3	0.0635090943587855
MEF2BNB-MEF2B	0.104586121742566
RFXANK	0.0382718459320959
TMEM161A	-0.227977305831239
LPAR2	0.0518005442605558
CTSA	0.199505405784997
SUGP2	-0.213328268699422
SLC12A2	-0.263765468744319
SNX24	0.210599311659562
EYA2	1.18238835757029
CNN2	-0.124045874137909
ABCA7	0.304712984110238
SNCAIP	-0.16015688446343
DDX20	-0.12689719543056
BTBD1	0.0620528402225382
FAR2	-0.2593266249959
BCAS1	-0.00912797958857111
POU1F1	0
CHI3L2	0.0439569105140891
SBNO2	0.0485088682106625
PMS1	-0.206727139586397
HMG20B	-0.0346381622647964
CALCRL	-0.115652621200935
TAF11	-0.00240874873876784
ANKS1A	-0.0781669495088
AP3D1	-0.100427731466398
ZNF76	0.0466904588938917
SLC9A3R2	-0.283306865726514
NTHL1	-0.0528713360043049
UHRF1BP1	-0.110089140337257
GNAI3	-0.0621637963343655
IPO5	-0.0851494620707971
OAT	-0.19491626787099
WDR3	0.0671397620529568
PKN2	0.0169527116889245
WDR18	-0.234049194943751
TRAM2	-0.0192337436558798
NTN1	0.00392137824698624
GLP2R	0.0126061902011685
MCM10	-0.191203126849853
DGKA	0.142776020462122
ERBB3	-0.154380092268622
ROPN1	0.00432138792771775
ANKRD44	0.0183404363335402
KARS	0.016507057494012
ADAT1	-0.116113198124294
PDIA5	0.0504261637162191
TBC1D22B	-0.0607330866275912
NDUFB4	-0.0941680885142091
SPEN	-0.179477478765618
MYLK	-0.62628544861885
ZC3H15	0.0206731631467267
MAP2K4	-0.116304383578667
TMEM206	0.156734672158932
SNAP91	0.0011643453313297
SLK	-0.0763833391818896
CYB5R4	0.0948409776747052
COL17A1	0.00432138792771775
GSTO2	0.12054636256839
SEC61A2	-0.113911846658942
PRKCQ	0.00432138792771775
TLE2	0.102396893713321
ASB1	0.109574000687337
FAM107B	-0.510251841256194
ME1	0.0567873093782829
TBC1D1	-0.299023495604933
CDK13	0.107467789974386
MTHFD2	0.277900778841669
SLC9A7	0.282168244663316
FOXJ2	0.065643846818352
YBX1	-0.0160858502406036
PDE4A	-0.127506320765733
PPP2R5A	0.0322171558599624
CTNNA2	-0.0226904722985877
ELAVL1	3.11421771623799e-05
TIE1	0.00941121884193663
DIP2B	0.105675141398654
SMARCD1	0.0539944875424432
KDM4A	0.143362965125723
